Molecule name,SMILES,MPPB
E-0013612,Fc1ccc(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cc1N1CCOCC1,1.3
E-0013613,Cn1cc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)ccc1=O,4.9
E-0013616,COCc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)cc1,3.1
E-0013617,O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccccc2Cl)CC1,1.3
E-0013618,CC(C)(C)OC(=O)N1CC=C(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,0.0
E-0013619,CN1CC=C(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,17.9
E-0013620,Cc1ncccc1OC1CCN(C(=O)c2[nH]nc3ccccc23)CC1,6.9
E-0013621,O=C(c1[nH]nc2ccccc12)N1CCC(Oc2ccc(C(F)(F)F)nc2)CC1,2.1
E-0013622,O=C(c1[nH]ncc1-c1ccccc1)N1CCC(Oc2ccc(Cl)nc2)CC1,3.7
E-0013623,O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2ccc(C(F)(F)F)nc2)CC1,3.3
E-0013624,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5cnccc45)CC3)cc2)C1,56.2
E-0013625,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nccc(F)c45)CC3)cc2)C1,53.6
E-0013626,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5cccnc45)CC3)cc2)C1,38.0
E-0013627,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncc(C#N)cc45)CC3)cc2)C1,52.4
E-0013628,CCOc1ccc2c3ccn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,10.3
E-0013629,COCC1CN(Cc2cc(F)c(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,23.0
E-0013630,COc1ccc2c(c1)c1c(Cl)cn(CCCN3CCCCC3)c(=O)c1n2C,2.7
E-0013631,Cn1c2ccccc2c2c(Cl)cn(CCCN3CCCCC3)c(=O)c21,1.4
E-0013632,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(C(F)(F)F)c2)C1,6.6
E-0013633,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(C)ccc45)CC3)cc2)C1,29.0
E-0013634,c1cc2ccc(-n3cc(OCCN4CCCCC4)cn3)nc2cn1,31.5
E-0013636,NCCOc1cnn(-c2ccc3ccncc3c2)c1,48.1
E-0013637,Fc1cc(-c2cccc(Nc3ccc(C4CCNCC4)cc3)n2)cc(N2CCOCC2)c1,0.7
E-0013638,CN1CCC(c2ccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,0.5
E-0013639,CN1CCC(c2cccc(Nc3cccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,2.9
E-0013640,c1cnc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cn1,9.5
E-0013642,c1cc(Nc2ccc(CN3CCOCC3)cc2)nc(-c2cnccn2)c1,7.6
E-0013643,Cn1cc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)ccc1=O,10.2
E-0013644,COCc1cccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccccc3)CC2)c1,1.9
E-0013645,Cc1[nH]nc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)c1-c1ccccc1,0.7
E-0013646,O=C(c1n[nH]cc1C1CCOCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,4.6
E-0013647,CN1CCC(c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)CC1,13.7
E-0013648,O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cnccc2Cl)CC1,1.4
E-0013649,O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cncc(Cl)c2)CC1,1.3
E-0013650,Cc1ncccc1OC1CCN(C(=O)c2[nH]ncc2-c2ccccc2)CC1,1.5
E-0013651,O=C(c1[nH]ncc1-c1ccccc1)N1CCC(Oc2cncc(Cl)c2)CC1,2.4
E-0013652,Cn1cnc2cc(OC3CCN(C(=O)c4[nH]nc5ccccc45)CC3)ccc21,0.6
E-0013653,Cn1cnc2cc(OC3CCN(C(=O)c4[nH]ncc4-c4ccccc4)CC3)ccc21,2.3
E-0013654,O=c1c2[nH]c3ccc(O)cc3c2ncn1CCCN1CCCCC1,63.2
E-0013655,Cn1c2ccc(O)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,49.5
E-0013656,COCC1CN(Cc2ccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)c3cn(C)c4ncccc34)cc2)C1,25.6
E-0013657,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2C(F)(F)F)C1,5.8
E-0013658,COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(C(F)(F)F)c2)C1,3.5
E-0013659,COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,19.5
E-0013660,COc1cccc2c1c1ccn(CCCN3CCCCC3)c(=O)c1n2C,15.7
E-0013661,COc1ccc2c3ccn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,16.6
E-0013662,COC1(C)CN(Cc2cc(F)c(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2F)C1,10.5
E-0013663,c1cc(OCCN2CCCCC2)cc(-c2ccc3ccncc3n2)c1,9.2
E-0013664,c1cc2ccc(-n3cc(OCCNC4CCOCC4)cn3)cc2cn1,31.2
E-0013665,FC1(F)CCC(NCCOc2cnn(-c3ccc4ccncc4c3)c2)CC1,3.8
E-0013666,C[C@@H](COc1cnn(-c2ccc3ccncc3c2)c1)NC1CCC(F)(F)CC1,2.5
E-0013667,c1cc2ccc(-n3cc(OCC4CCN4)cn3)cc2cn1,34.2
E-0013669,CC1(COc2cnn(-c3ccc4ccncc4c3)c2)CNC1,31.8
E-0013670,CN1C(=O)CCc2ccc(-c3cccc(OCCN4CCCCC4)n3)cc21,5.3
E-0013671,Fc1ccc(N2CCOCC2)cc1-c1ccnc(Nc2cccc(CN3CCOCC3)c2)n1,1.8
E-0013672,Fc1cccc(-c2ccc(F)c(Nc3ccc(CN4CCOCC4)cc3)n2)c1,0.3
E-0013673,O=C(c1[nH]nc2ccccc12)N1CCC(Oc2cccnc2C(F)(F)F)CC1,2.2
E-0013674,O=C(c1[nH]ncc1C1CC1)N1CCC(Oc2ccc(Cl)cc2)CC1,1.3
E-0013675,O=C(c1n[nH]cc1C1CCNCC1)N1CCC(Oc2ccc(Cl)cc2)CC1,15.3
E-0013676,CCc1ncccc1OC1CCN(C(=O)c2[nH]nc3ccccc23)CC1,3.2
E-0013677,O=C(c1n[nH]cc1-c1ccccc1)N1CCC(Oc2cccnc2C(F)(F)F)CC1,4.9
E-0013678,CCc1ncccc1OC1CCN(C(=O)c2[nH]ncc2-c2ccccc2)CC1,4.1
E-0013679,Cn1cnc2ccc(OC3CCN(C(=O)c4[nH]nc5ccccc45)CC3)cc21,2.6
E-0013680,Cn1cnc2ccc(OC3CCN(C(=O)c4[nH]ncc4-c4ccccc4)CC3)cc21,4.6
E-0013681,O=c1c2c(ncn1CCCN1CCCCC1)c1cc(O)ccc1n2CC1COC1,54.7
E-0013682,O=c1c2[nH]c3ccc(OCC4COC4)cc3c2ncn1CCCN1CCCCC1,50.7
E-0013683,O=c1c2c(ncn1CCCN1CCCCC1)c1cc(OCC3COC3)ccc1n2CC1COC1,41.7
E-0013684,CC(C)COc1ccc2c(c1)c1ncn(CCCN3CCCCC3)c(=O)c1n2C,1.4
E-0013685,Cn1c2ccc(OCC(F)F)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,9.1
E-0013686,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5nc(C6CC6)ccc45)CC3)cc2)C1,4.5
E-0013687,CCOC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,18.2
E-0013688,Cn1c2ccc(OCC3COC3)cc2c2ncn(CCCN3CCCCC3)c(=O)c21,30.6
E-0013689,COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c(F)c2)C1,16.7
E-0013690,COC1(C)CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2C(F)(F)F)C1,3.2
E-0013691,COc1ccc2c3ncn(CCCN4CCCCC4)c(=O)c3n(C)c2c1,22.1
E-0013692,COc1ccc2c(c1)[nH]c1c(=O)n(C[C@@H]3CCCN(C)C3)cnc12,37.1
E-0013693,CN1CCC(Nc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1,5.7
E-0013694,O=C1CCc2ccc(-c3cc(OCCN4CCCCC4)ccn3)cc2N1,27.4
E-0013695,CN1C(=O)CCc2ccc(-c3cc(OCCN4CCCCC4)ccn3)cc21,17.6
E-0013696,Fc1c(-c2ccnc(Nc3cccc(CN4CCOCC4)c3)n2)cccc1N1CCOCC1,3.4
E-0013697,Fc1cccc(-c2cccc(Oc3ccc(CN4CCOCC4)cc3)n2)c1,0.8
E-0013698,Clc1cccc2cnc(Nc3ccc(CN4CCOCC4)cc3)nc12,1.4
E-0013699,CC(C)Oc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2cccc(F)c2)n1,1.4
E-0013700,COc1ccc(-c2cccc(F)c2)nc1Nc1ccc(CN2CCOCC2)cc1,0.2
E-0013701,Fc1cccc(-c2csc(Nc3ccc(CN4CCOCC4)cc3)n2)c1,0.5
E-0013702,c1cc(Nc2ccc(CN3CCOCC3)cc2)nc(-c2cncnc2)c1,9.4
E-0013704,O=C(c1n[nH]c2cc(OC(F)(F)F)ccc12)N1CCC(Oc2ccc(Cl)cc2)CC1,0.0
E-0013705,O=C(c1n[nH]c2cc(OC(F)(F)F)ccc12)N1CCC(Nc2ccc(Cl)cc2)CC1,0.0
E-0013706,O=C(c1n[nH]c2cc(OC(F)(F)F)ccc12)N1CCC(Nc2ccc(Cl)cc2F)CC1,2.9
E-0013707,Cn1cnc2ccc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cc21,1.6
E-0013708,Cn1cnc2cc(-c3cn[nH]c3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)ccc21,1.7
E-0013709,Cn1cnc2c(NC3CCN(C(=O)c4[nH]ncc4-c4ccccc4)CC3)cccc21,1.4
E-0013711,O=C(c1[nH]ncc1-c1ccc2ocnc2c1)N1CCC(Oc2ccc(Cl)cc2)CC1,0.8
E-0013712,Cn1cnc2cc(-c3c[nH]nc3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cnc21,3.7
E-0013713,Cn1cc(-c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)cn1,3.1
E-0013714,CCOc1ccc2c(c1)c1ncn(CCCN3CCCCC3)c(=O)c1n2C,11.5
E-0013715,COc1ccc2c(c1)c1ncn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,25.5
E-0013716,CN1CCC[C@@H](Cn2cnc3c4cc(OCC5COC5)ccc4n(C)c3c2=O)C1,36.2
E-0013717,CN1CCC[C@@H](Cn2cnc3c4cc(OCC(F)F)ccc4n(C)c3c2=O)C1,10.8
E-0013718,CCOc1ccc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)ccc3c2c1,3.8
E-0013719,CCOc1ccc2c(c1)c1c(Cl)cn(CCCN3CCCCC3)c(=O)c1n2C,3.2
E-0013720,COc1ccc2[nH]c3c(=O)n(C[C@@H]4CCN(C)C4)cnc3c2c1,52.0
E-0013721,CC(C)COc1ccc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)ccc3c2c1,2.2
E-0013724,COc1ccc2c(c1)c1ncn(C[C@@H]3CCN(C)C3)c(=O)c1n2C,26.0
E-0013725,O=c1c2[nH]c3cc(F)ccc3c2ccn1CCCN1CCCCC1,6.7
E-0013726,C[C@H](N)COc1cnn(-c2ccc3ccncc3c2)c1,44.6
E-0013729,Fc1cccc(-c2ccnc(Nc3ccc(NC4CCOCC4)cc3)n2)c1,1.8
E-0013732,c1cc(-c2ccnc(Nc3ccc(CN4CCOCC4)cc3)n2)cnn1,10.0
E-0013734,O=c1ccc(-c2cccc(Nc3ccc(CN4CCOCC4)cc3)n2)c[nH]1,12.1
E-0013735,Nc1cc(OCCN2CCCCC2)ccc1-c1ccc2ccncc2c1,7.9
E-0013737,CCOc1ccc2c(c1)c1ncn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,10.2
E-0013739,CN1CCC[C@@H](Cn2cnc3c4cc(OCC5CC5)ccc4n(C)c3c2=O)C1,5.8
E-0013742,CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC5CC5)cc43)c2=O)C1,6.3
E-0013743,CCOc1ccc2c(c1)c1ccn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,1.4
E-0013744,COc1ccc2c3ccn(C[C@@H]4CCCN(C)C4)c(=O)c3n(C)c2c1,15.1
E-0013745,COc1cccc2c1c1ccn(C[C@@H]3CCCN(C)C3)c(=O)c1n2C,14.5
E-0013747,COc1ccc2c(c1)[nH]c1c(=O)n(C[C@@H]3CCCN(C)C3)ccc12,23.2
E-0013753,O=C(c1n[nH]cc1-c1ccccc1)N1[C@@H]2CC[C@H]1C[C@H](Oc1ccc(Cl)cc1)C2,0.3
E-0013754,Cn1ccc(-c2c[nH]nc2C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)n1,4.2
E-0013756,CN1CC(Cc2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)C1,1.2
E-0013758,Fc1cccc(-c2ccnc(Nc3ccc(NC4CCNCC4)cc3)n2)c1,8.5
E-0013760,Nc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,12.4
E-0013768,O=C(c1n[nH]c2cccnc12)N1[C@@H]2CC[C@H]1C[C@H](Oc1ccc(Cl)cc1)C2,1.2
E-0013770,O=C(c1n[nH]c2cc(OC(F)(F)F)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,0.7
E-0013771,O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cncc(Cl)c2)CC1,11.0
E-0013772,O=C(c1n[nH]c2cccnc12)N1CCC(Nc2cncc(Cl)c2)CC1,13.8
E-0013776,Cn1c2ccc(OCC(F)F)cc2c2ccn(CCCN3CCCCC3)c(=O)c21,5.7
E-0013777,Cn1c2ccc(OCC3COC3)cc2c2ccn(CCCN3CCCCC3)c(=O)c21,18.5
E-0013778,COCC1CN(Cc2cccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c2)C1,42.6
E-0013780,COC1CN(Cc2cccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)c2)C1,33.5
E-0013783,CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC(F)F)cc43)c2=O)C1,17.1
E-0013785,CCOc1ccc2c(c1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,6.1
E-0013786,CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(Cl)ccc43)c2=O)C1,4.7
E-0013788,c1cc2ccc(-c3ccc(OCCCN4CCCCC4)cc3)cc2cn1,2.8
E-0013789,COc1cncc(-c2cn(C)c3ccc(OC4CCNC4)cc23)c1,13.7
E-0013793,c1cc2ccc(-c3ccc(OCCCN4CCCC4)cc3)cc2cn1,3.3
E-0013797,O=C(c1[nH]nc2cccnc12)N1C[C@H]2C[C@H](Oc3ccc(Cl)cc3)C[C@H]2C1,0.8
E-0013799,O=C(c1n[nH]c2ccccc12)N1CCC(Nc2ccccc2)CC1,5.8
E-0013800,O=C(c1c[nH]c2cccnc12)N1CCC(Nc2ccc(Cl)cc2)CC1,2.9
E-0013803,O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cccnc2C(F)(F)F)CC1,11.2
E-0013807,O=c1c2[nH]c3c(F)cccc3c2ncn1CCCN1CCCCC1,27.2
E-0013809,COc1ccc2[nH]c3c(=O)n([C@H](C)CCN4CCCCC4)ccc3c2c1,12.9
E-0013810,COc1ccc2[nH]c3c(=O)n([C@@H](C)CCN4CCCCC4)ccc3c2c1,18.5
E-0013811,CCOc1ccc2[nH]c3c(=O)n(C[C@@H]4CCCN(C)C4)cnc3c2c1,31.2
E-0013812,CN1CCC[C@@H](Cn2ccc3c4cc(OCC5COC5)ccc4n(C)c3c2=O)C1,19.4
E-0013813,COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)C[C@H]3C)cc2)C1,36.8
E-0013815,CN1CCC[C@@H](Cn2ccc3c([nH]c4ccc(OCC5COC5)cc43)c2=O)C1,37.7
E-0013820,O=C(c1n[nH]cc1-c1coc(C(F)(F)F)c1)N1CCC(Oc2ccc(Cl)cc2)CC1,0.1
E-0013827,COc1ccc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2n1,41.9
E-0013829,COc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2cc1F,15.3
E-0013833,CCOc1ccc2[nH]c3c(=O)n(C[C@@H]4CCN(C)C4)cnc3c2c1,39.3
E-0013841,COc1cncc(-c2cn(C)c3ccc(OC4CCN(C)C4)cc23)c1,8.6
E-0013843,c1cc2ccc(-c3ccc(OCCN4CCCC4)cc3)cc2cn1,7.9
E-0013844,COCCNC(=O)c1ccc(-c2ccc3ccncc3c2)cc1,7.7
E-0013845,CNc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cn1,9.5
E-0013846,CNc1cc2ccncc2cc1-c1ccc(OCCN2CCCCC2)cc1,11.7
E-0013848,COc1cncc(-c2cn(C)c3ccc(OCC4CNC4)cc23)c1,14.3
E-0013849,COc1cncc(-c2cn(C)c3ccc(OC4CNC4)cc23)c1,7.9
E-0013850,COc1cncc(-c2cn(C)c3ccc(OC4CN(C)C4)cc23)c1,14.8
E-0013866,COc1ccc2c(c1)[nH]c1c(=O)n(CCCN3CCCCC3)ncc12,27.4
E-0013869,COCC1CN([C@@H](COC)c2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,35.1
E-0013870,COCC1CN([C@H](COC)c2ccc(N3CCN(C(=O)c4cn(C)c5ncccc45)CC3)cc2)C1,30.7
E-0013871,CC[C@@H](c1ccc(N2CCN(C(=O)c3cn(C)c4ncccc34)CC2)cc1)N1CC(COC)C1,30.5
E-0013910,COc1cncc(-c2cn(C)c3ccc(OC[C@H](C)NC4CCOCC4)cc23)c1,9.7
E-0013911,CC(C)Nc1ccc(-c2cn(C)c3ccc(OCCCN4CCCC4)cc23)cn1,1.7
E-0013915,Fc1cccc(-c2cccc(Nc3ccc(CCN4CC(F)(F)C4)cc3)n2)c1,0.0
E-0013916,Fc1cccc(-c2cccc(Nc3ccc(CCN4CCC4)cc3)n2)c1,1.5
E-0013917,CC(=O)N[C@@H](C)COc1cccc(-c2ccc3c(c2)NC(=O)CC3)c1,3.8
E-0013941,c1cc2ccc(-c3ccc(OCCN4CCNCC4)cc3)cc2cn1,9.4
E-0013945,CNCCOc1ccc(-c2ccc3ccncc3c2)cc1,15.6
E-0013947,c1ncc2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc2n1,14.9
E-0013951,CC(=O)NCCOc1ccc(-c2ccc3ccncc3c2)cc1,6.8
E-0013952,c1cnc2cc(-c3ccc(OCCN4CCCCC4)cc3)ccc2c1,9.1
E-0013955,Nc1ccc(OCCN2CCCCC2)cc1-c1cc(-c2ccncc2)ccn1,51.6
E-0013992,COc1ccc2c(c1)c1ncn(C[C@H]3CCN(C)C3)c(=O)c1n2C,34.7
E-0013995,O=c1c2[nH]c3c(F)cccc3c2ccn1CCCN1CCCCC1,11.1
E-0014019,O=C1CCc2cc(-n3ccc(OCC4CNC4)n3)ccc2N1,82.6
E-0014029,CNC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,22.4
E-0014034,O=C(c1n[nH]cc1-c1ccc2c(c1)OCO2)N1CCC(Oc2cncc(Cl)c2)CC1,4.3
E-0014046,COc1ccc(Nc2nccc(N(CCc3ccncc3)C3CC3)n2)cc1,1.3
E-0014051,Cc1ncc(COc2ccc3c(c2)c2ccn(CCCN4CCCCC4)c(=O)c2n3C)o1,12.1
E-0014054,Cn1c2ccc(OCc3cn[nH]c3)cc2c2ccn(CCCN3CCCCC3)c(=O)c21,14.8
E-0014060,Cn1c2cc(Cl)ccc2c2cc(=O)n(CCCN3CCCCC3)nc21,7.9
E-0014065,COc1cc(C(F)(F)F)c2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2c1,5.5
E-0014079,O=C(c1n[nH]cc1C1CC1)N1CCC(Oc2ccc(Br)cc2)CC1,1.5
E-0014080,O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccc(Br)cc2)CC1,3.1
E-0014089,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(Cc2ccccc2)CC1,8.7
E-0014097,C[C@@H](NCCn1ccc2c3ccc(F)cc3n(C)c2c1=O)[C@@H]1CCC(=O)N1,9.9
E-0014100,CCOc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2cc1F,9.6
E-0014107,CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(OCC5CC5)ccc43)c2=O)C1,6.9
E-0014108,CCOc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2cn1,46.9
E-0014110,CC(C)NCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,23.6
E-0014118,NC(=O)Cn1ccc(Nc2cccc(-c3cccnc3)n2)n1,45.5
E-0014128,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCNCC2)CC1,86.3
E-0014131,N#Cc1ccc(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)cc1,4.8
E-0014139,NC(=O)Cc1ccnc(Nc2cccc(-c3cccnc3)n2)n1,50.2
E-0014148,CNC(=O)N1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,44.3
E-0014149,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,37.5
E-0014150,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(Cc2cncc(Cl)c2)CC1,11.0
E-0014151,COc1ccc(-c2ncc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]2)c(OC)c1,1.1
E-0014162,O=c1c2[nH]c3cc(F)ccc3c2ccn1CCC1CNC1,15.6
E-0014166,O=c1c2[nH]c3cc(Cl)ncc3c2ccn1CCCN1CCCCC1,43.8
E-0014167,O=c1c2[nH]c3cc(F)ncc3c2ccn1CCCN1CCCCC1,63.2
E-0014170,c1ccc(-n2ccc(Nc3ccc(OCCCN4CCCC4)cc3)n2)nc1,18.1
E-0014173,FC1(F)CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CC1,0.5
E-0014181,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(Oc2cncc(Cl)c2)CC1,2.2
E-0014226,Cn1c2ccc(Cl)cc2c2cc(=O)n(CCCN3CCCCC3)nc21,22.3
E-0014227,O=c1c2[nH]c3cc(F)ccc3c2ccn1CCCC1CNC1,5.1
E-0014228,CNCCCn1ccc2c([nH]c3cc(F)ccc32)c1=O,15.1
E-0014229,O=c1c2[nH]c3cc(OCF)ccc3c2ccn1CCCN1CCCCC1,20.5
E-0014235,Cc1cnc2c(-c3cn[nH]c3C(=O)N3CCC(Oc4ccc(Cl)cc4)CC3)cnn2c1,2.2
E-0014239,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(C2CC2)CC1,44.7
E-0014240,O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCN(CC(F)(F)F)CC1,32.4
E-0014241,CCN1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,68.0
E-0014266,Nc1cc(OCCN2CCCCC2)ccc1-c1ccc2ncncc2c1,37.0
E-0014297,O=C(c1[nH]ncc1-c1ccc2scnc2c1)N1CCC(Oc2ccc(Cl)cc2)CC1,0.6
E-0014298,O=C(c1n[nH]cc1-c1ccc2scnc2c1)N1CCC(c2ccc(Cl)cc2)CC1,0.6
E-0014299,Clc1ccc(C2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)cc1,0.5
E-0014300,Clc1ccc(N2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)cc1,0.6
E-0014316,C#Cc1cccc2c(C(=O)N3CCN(c4ccc(CN5CC(OC)C5)cc4)CC3)cn(C)c12,4.6
E-0014317,COC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5c(C#N)cccc45)CC3)cc2)C1,15.5
E-0014326,CCC(C(N)=O)c1cccc(Nc2cccc(-c3cccnc3)n2)n1,11.5
E-0014337,NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3Cl)n2)n1,19.8
E-0014341,c1cc2ccc(-c3ccc(OCCNC4COC4)cc3)cc2cn1,5.1
E-0014345,CNc1cc(OC)ncc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)on1,1.7
E-0014347,Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4cccnc24)C3)c1,1.6
E-0014351,O=C(c1n[nH]cc1-c1ccc2ocnc2c1)N1CCC(Oc2cncc(Cl)c2)CC1,10.5
E-0014352,O=C(c1[nH]ncc1-c1cc2ccccc2[nH]1)N1CCC(Oc2cncc(Cl)c2)CC1,0.3
E-0014353,O=C(c1n[nH]cc1-c1ccn2nccc2n1)N1CCC[C@H](Oc2cncc(Cl)c2)C1,21.0
E-0014355,O=C(c1n[nH]cc1-c1ccn2nccc2n1)N1CCN(C2CC2)CC1,82.0
E-0014361,COc1ccc2c(c1)[nH]c1c(C(=O)NCCCN3CCCCC3)ccnc12,13.5
E-0014363,CN1CCC[C@@H](Cn2nc3c(cc2=O)c2ccc(Cl)cc2n3C)C1,13.4
E-0014365,Cn1c2cc(Cl)ncc2c2ccn(CCCN3CCCCC3)c(=O)c21,23.8
E-0014366,CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(C(F)(F)F)ncc43)c2=O)C1,41.8
E-0014379,CC(C)NCCOc1ccc(-c2ccc3ccncc3c2)cc1,10.4
E-0014390,COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(Oc3ccc(Cl)cc3)CC2)[nH]n1,0.4
E-0014393,O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(OC2CCN(C3CC3)CC2)CC1,39.2
E-0014397,O=C(c1n[nH]cc1C(F)(F)F)N1CCC(Oc2ccc(Cl)cc2)CC1,2.5
E-0014403,O=C(c1n[nH]c2cccnc12)N1CCN(Cc2ccc(Cl)c(F)c2)CC1,9.8
E-0014407,Cc1cc2[nH]c3c(=O)n(CCCN4CCCCC4)ccc3c2s1,8.2
E-0014408,COc1ccc2c3cc(=O)n(C[C@@H]4CCCN(C)C4)nc3n(C)c2c1,38.4
E-0014409,COc1ccc2c3cc(OC[C@@H]4CCCN(C)C4)nnc3n(C)c2c1,19.1
E-0014424,NC(=O)Cc1cccc(Nc2cccc(-c3cnccn3)n2)n1,42.9
E-0014425,O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCC1,22.3
E-0014444,Clc1cncc(CN2CCC(Nc3n[nH]cc3-c3ccc4ncsc4c3)CC2)c1,8.2
