SMILES,pKD
CSc1ncnc(N(C)C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.393012805332465
CSc1ncnc(N(C)C)c1CC(=O)N1C[C@H](C(N)=O)C[C@@H]2C[C@@H]21,6.073633599517659
CSc1ncnc(N(C)C2CCC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.323397411601913
CSc1ncnc(N(C)C2CCOCC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.7864475040867696
CSc1ncnc(N(C)CC(C)(C)O)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.134728951225614
CSc1ncnc(N(C)CC(C)(F)F)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.994328024624508
CSc1ncnc(N(C)CC(F)(F)F)c1CC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.794695728715816
CSc1ncnc(N(C)CC2CCCC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.3046606911348375
CSc1ncnc(N(C)CCC(F)(F)F)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.748786440007784
CSc1ncnc(N(C)Cc2cc(F)c(F)c(F)c2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.244997927316081
CSc1ncnc(N(C)Cc2nn(C)cc2Cl)c1CC(=O)N1CCC[C@H](C(N)=O)C1,7.150528408418002
CSc1ncnc(N(C)[C@@H](C)c2ccccc2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.580678113068668
CSc1ncnc(N2CC(C)(c3ccccc3F)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.439151337818832
CSc1ncnc(N2CC(C)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.526908295764941
CSc1ncnc(N2CC(CC3CCC3)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.692662147010851
CSc1ncnc(N2CC(O)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.426194047786621
CSc1ncnc(N2CC(Oc3ccccc3Cl)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.078663358532402
CSc1ncnc(N2CC(c3nncn3C)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.326170396191348
CSc1ncnc(N2CCC(C#N)(CC(C)C)CC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.265062352283818
CSc1ncnc(N2CCC(C(=O)N(C(C)C)C(C)C)CC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.225268032740376
CSc1ncnc(N2CCC(N(C)S(C)(=O)=O)CC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.512183700381108
CSc1ncnc(N2CCC(N3CCOC3=O)CC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.923489528000301
CSc1ncnc(N2CCC3(CCC3)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.131209779277596
CSc1ncnc(N2CCC3(CCCC3)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.462158164196289
CSc1ncnc(N2CCC3(CCCCC3)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.388555177157266
CSc1ncnc(N2CCC3(CCCO3)CC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.466683163263606
CSc1ncnc(N2CCCC2)c1CC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.5697284843589205
CSc1ncnc(N2CCCC2)c1NC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,5.928304705589599
CSc1ncnc(N2CCCCCC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,7.1865084765696
CSc1ncnc(N2CCCC[C@@H]2C(C)C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.372178760973441
CSc1ncnc(N2CCCC[C@H]2CO)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.867264623808438
CSc1ncnc(N2CCC[C@@H]2C(=O)N(C)C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.66771737227654
CSc1ncnc(N2CCC[C@@H]2C(C)C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,7.7602217671416405
CSc1ncnc(N2CCC[C@@H]2C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.616555737163779
CSc1ncnc(N2CCC[C@@H]2C2CC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,7.937951041727581
CSc1ncnc(N2CCC[C@@H]2CC(C)C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,7.199879115817523
CSc1ncnc(N2CCC[C@@H]2Cc2ccccc2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.138183874676179
CSc1ncnc(N2CCC[C@@H]2Cc2ccnn2C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,7.359361237098654
CSc1ncnc(N2CCC[C@@H]2Cn2cccn2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.189334160880994
CSc1ncnc(N2CCC[C@@H]2c2ccccc2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,7.13169634555566
CSc1ncnc(N2CCC[C@H](C(F)(F)F)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.211100724659235
CSc1ncnc(N2CCC[C@H](C)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.173854131618843
CSc1ncnc(N2CCC[C@H]2C(C)C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.331449457260316
CSc1ncnc(N2CCC[C@H]2C(N)=O)c1CC(=O)N1CCC[C@H](C(N)=O)C1,7.714442690992226
CSc1ncnc(N2CCC[C@H]2C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.244486511545811
CSc1ncnc(N2CCC[C@H]2C2CC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.262032975642954
CSc1ncnc(N2CCC[C@H]2CC(C)C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.823789680118151
CSc1ncnc(N2CCC[C@H]2Cc2ccnn2C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.214011302839139
CSc1ncnc(N2CCN(c3ccccn3)CC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.486226948852135
CSc1ncnc(N2CC[C@@H](OC(F)F)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.048106607275539
CSc1ncnc(N2CC[C@@H](OC3CC3)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,7.159468716081884
CSc1ncnc(N2CC[C@H](C(=O)N(C)C)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.974361680056222
CSc1ncnc(N2CC[C@H](C(=O)N3CCC(C)CC3)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.08170819903569
CSc1ncnc(N2CC[C@H](C)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.293489458676176
CSc1ncnc(N2CC[C@H](OC(F)F)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.925751444530095
CSc1ncnc(N2CC[C@H](SC)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.9071041930964325
CSc1ncnc(N2CC[C@H]2C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.695497686202032
CSc1ncnc(N2CCc3ccccc3CC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.483018872150272
CSc1ncnc(N2CCc3ccsc3C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.794648268341138
CSc1ncnc(N2CCc3cnc(C(C)C)nc3C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.912659591908459
CSc1ncnc(N2CCn3nc4c(c3C2)CCC4)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.601864484742403
CSc1ncnc(N2CCn3ncc(C#N)c3C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.13113891891355
CSc1ncnc(N2C[C@H]3C[C@H]3C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.558486174447746
CSc1ncnc(N2Cc3ccccc3C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.006913143117045
CSc1ncnc(SC)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.699017277769941
CSc1ncncc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.186217598084144
C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1cn(C)nc1C(F)(F)F,4.462842099070634
C[C@H](C(=O)N1CCC[C@H](C(N)=O)C1)c1nc(F)ccc1Cl,4.277445359017488
C[C@H](Cc1cocn1)NC(=O)c1nn(C)c2ccccc12,4.9657785438458255
C[C@H](c1ccc(Cl)c(Br)c1)N1C[C@H](C(N)=O)CCC1=O,4.041436116778033
C[C@H](c1ccc2[nH]ncc2c1)N1C[C@H](C(N)=O)CCC1=O,4.180071698767357
C[C@H](c1cccc(Cl)c1F)N1C[C@H](C(N)=O)CCC1=O,4.632644078973981
C[C@H]1CC(=O)N(Cc2ccc3cnn(C)c3c2)C[C@@H]1C(N)=O,4.76433957251824
C[C@H]1CC(=O)N(Cc2ccc3cnn(C)c3c2)C[C@H]1C(N)=O,4.207870191519494
Cc1cc(C)c(CC(=O)N2CCC[C@H](C(N)=O)C2)c(=O)[nH]1,4.306273051076353
Cc1cc(C)c(Nc2ccn(C)n2)c(C)c1,5.3072486987698415
Cc1cc(C)c(Nc2ccn(C3COC3)n2)c(C)c1,5.016824927962187
Cc1cc(CNC(=O)c2cn(C)c3ccccc23)on1,4.953569528330592
Cc1cc2sccc2c(Cl)c1OC(=O)N1CCC[C@H](C(N)=O)C1,4.215114698485657
Cc1ccc(CC(=O)N2CCC[C@H](C(N)=O)C2)s1,4.633044431676764
Cc1ccc2c(C(=O)NCCc3cocn3)c[nH]c2c1,5.10808214227103
Cc1ccc2c(c1OC(=O)N1CCC[C@H](C(N)=O)C1)CCC2,4.479326279665005
Cc1ccc2c(cnn2C)c1Nc1ccn([C@H]2CCNC2=O)n1,4.937001727490601
Cc1ccc2ccccc2c1N1C[C@H](C(N)=O)CCC1=O,3.9425768354879955
Cc1ccc2cccnc2c1OC(=O)N1CCC[C@H](C(N)=O)C1,4.597502408486665
Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.290127690297292
Cc1cccc(CNC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.967584368389079
Cc1cccc(N(CC(=O)N2CCCCC2)C(=O)N2CCC[C@H](C(N)=O)C2)c1,4.627087997029894
Cc1cccc(N2CCCN(CCC(N)=O)C2=O)c1,4.9115465169214945
Cc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,4.246416941107094
Cc1ccccc1CNC(=O)N1CCC[C@H](C(N)=O)C1,4.978810700930062
Cc1ccccc1NC(=O)N1CCC[C@H](C(N)=O)C1,4.386163320168128
Cc1ccccc1NC(=O)c1ccc(C)c(C(N)=O)c1,4.804100347590766
Cc1ccccc1NC(=O)c1cncc(C(N)=O)c1,4.632644078973981
Cc1cnc(CNS(=O)(=O)C[C@H](C)c2ccccc2)o1,4.8184062698439085
Cc1nc(C)c(CC(=O)N2CCC[C@H](C(N)=O)C2)[nH]1,5.409458546594426
Cc1nc2ccccc2n1CC(=O)N1CCC[C@H](C(N)=O)C1,4.137777547252243
Cc1nc2n(c1CC(=O)N1CCC[C@H](C(N)=O)C1)CCCC2,5.221581099702723
Cc1ncnc(C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,3.654064344980796
Cc1nn(C)c(C)c1CC(=O)N[C@H](CNC(=O)CCl)c1ccc2ccccc2c1,4.660785023463071
Cc1nn(C)c2cc(C(=O)NCCc3cocn3)ccc12,4.945173530861923
Cc1ocnc1CCNC(=O)c1nn(C)c2ccccc12,5.09799710864927
Cc1sc([C@H](C)N2C[C@H](C(N)=O)CCC2=O)nc1-c1ccco1,4.604279969816917
Cn1cc(CC(=O)N2C[C@H](C(N)=O)C[C@@H]3C[C@@H]32)cn1,4.608000737058194
Cn1cc(NS(=O)(=O)N2CCC[C@H](C(N)=O)C2)cn1,5.738140147629213
Cn1cc2c(CC(=O)N3CCC[C@H](C(N)=O)C3)cccc2n1,4.405607449624573
Cn1cc2c(CC(=O)N3CC[C@H](C(N)=O)C3)cccc2n1,4.410050398674293
Cn1cc2c(n1)CCC[C@H]2C(=O)N1CCC[C@H](C(N)=O)C1,3.7495909235288316
Cn1cc2cccc(NC(=O)Cc3cocn3)c2n1,4.662403924407542
Cn1ccnc1[C@H](c1ccccc1)N1C[C@H](C(N)=O)CC1=O,4.649751981665837
Cn1cnc(CCNC(=O)c2nn(C)c3ccccc23)c1,5.2372107018718905
Cn1cnc2c(NC(=O)N3CCC[C@H](C(N)=O)C3)cccc21,5.398637148380375
Cn1nc(C(=O)N2Cc3ccccc3C[C@H]2CN)c2ccccc21,5.041436116778033
Cn1nc(C(=O)NC2CC2)c2cc(F)ccc21,4.887413111043684
Cn1nc(C(=O)NCC(F)(F)c2ccccn2)c2ccccc21,5.168134464700943
Cn1nc(C(=O)NCCc2ccc(S(C)(=O)=O)cc2)c2ccccc21,4.84887783952492
Cn1nc(C(=O)NCCc2cocn2)c2ccccc2c1=O,5.170374765613669
Cn1nc(C(=O)NCCc2cocn2)c2cccnc21,4.981705511622298
Cn1nc(C(=O)NCCc2cscn2)c2ccccc21,5.337951414156192
Cn1nc(C(=O)NCCn2cncn2)c2ccccc21,4.939565029910406
Cn1nc(C(=O)N[C@H]2CCOC2)c2ccccc21,5.062339877849264
Cn1nc(C(=O)N[C@H]2C[C@H]2CO)c2ccccc21,4.8958754625504275
Cn1nc(C(=O)Nc2cn[nH]c2)c2ccccc21,4.7783685062706525
Cn1nc(C(N)=O)c2cc(F)ccc21,5.050703769890054
Cn1nc(CC(=O)N2CC(C(N)=O)C2)c2ccccc21,4.610833915635467
Cn1nc(CN2C[C@H](C(N)=O)CCC2=O)c2ccccc21,5.116903441948165
Cn1ncc(-c2cc(Cl)cc(Cl)c2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,4.958377726777354
Cn1ncc(C(=O)NCCc2cocn2)n1,5.5457146015143275
Cn1ncc2ccc(CN3C[C@H](C(N)=O)CC(C)(C)C3=O)cc21,4.005682847330363
Cn1ncc2ccc(CN3C[C@H](C(N)=O)CCC3=O)cc21,4.026655009457717
N#CC1CC(NC(=O)C2(c3ccc(Cl)cc3Cl)CCOCC2)C1,4.726469830785563
N#CCc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,5.356959172517914
N#CCc1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.101757238648579
N#Cc1ccc(Br)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,4.421371068072836
N#Cc1cccc(CC(=O)N2CCC[C@H](C(N)=O)C2)n1,4.625197671079573
N#Cc1cccc(NC(=O)N2CCC[C@H](C(N)=O)C2)c1,5.1891284469127035
N#Cc1ccncc1OC(=O)N1CCC[C@H](C(N)=O)C1,4.504331180271011
N#Cc1nccc(CC(=O)N2CCC[C@H](C(N)=O)C2)n1,4.006352818021342
N#Cc1ncncc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.424812155072339
N#Cc1sccc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.008444067750377
NC(=O)CC1CCN(C(=O)c2cccc(F)c2)CC1,4.5977462809495115
NC(=O)C[C@H]1CCCN(c2ncnc3ccccc23)C1,4.959254335737151
NC(=O)[C@H]1CC(=O)N(Cc2cccc3c2OCC3)C1,5.0762380391713
NC(=O)[C@H]1CCC(=O)N(C[C@H]2CCOc3ccccc32)C1,4.620443689892642
NC(=O)[C@H]1CCC(=O)N(Cc2cc(F)cnc2C(F)(F)F)C1,4.315546325758652
NC(=O)[C@H]1CCC(=O)N(Cc2ccc3cc[nH]c3c2)C1,4.611743840379951
NC(=O)[C@H]1CCC(=O)N(Cc2cccc(F)c2)C1,4.255233465290414
NC(=O)[C@H]1CCC(=O)N(Cc2ccsc2)C1,3.774068781319247
NC(=O)[C@H]1CCC(=O)N([C@@H]2CCCc3ccccc32)C1,4.5934598195660445
NC(=O)[C@H]1CCC(=O)N([C@H](CC(F)(F)F)c2cc(Cl)cc(Cl)c2)C1,4.327996747928408
NC(=O)[C@H]1CCC(=O)N([C@H]2CCCc3ccccc32)C1,4.631937259138866
NC(=O)[C@H]1CCC(=O)N(c2cc3cnccc3c(F)c2F)C1,4.801706220928761
NC(=O)[C@H]1CCCN(C(=O)C(c2ccccc2)c2ccccc2)C1,5.179858685151659
NC(=O)[C@H]1CCCN(C(=O)C2(O)CCSCC2)C1,4.388276691992658
NC(=O)[C@H]1CCCN(C(=O)C2(c3ccoc3)CCC2)C1,4.618930913825583
NC(=O)[C@H]1CCCN(C(=O)C2CCSCC2)C1,4.603800652904264
NC(=O)[C@H]1CCCN(C(=O)CC2CSC2)C1,4.607306606035202
NC(=O)[C@H]1CCCN(C(=O)C[C@H]2CSCCS2)C1,4.617982957425132
NC(=O)[C@H]1CCCN(C(=O)Cc2cc(C(F)(F)F)ccc2C(F)(F)F)C1,3.806800765395556
NC(=O)[C@H]1CCCN(C(=O)Cc2cc(C(F)(F)F)ccc2Cl)C1,4.906948150425689
NC(=O)[C@H]1CCCN(C(=O)Cc2cc3c(cc2Cl)OCCO3)C1,4.037176387439713
NC(=O)[C@H]1CCCN(C(=O)Cc2ccc3c(c2)CCC(=O)N3)C1,4.349692476868063
NC(=O)[C@H]1CCCN(C(=O)Cc2cccc(Cl)c2Cl)C1,4.065026720650614
NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2CCC3)C1,3.9502403164313624
NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3c2SCC3)C1,3.551812748385584
NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3cn[nH]c23)C1,5.011185771310347
NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3ncsc23)C1,3.9648133085158968
NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3nsnc23)C1,4.492392502728005
NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3occc23)C1,3.960269771303526
NC(=O)[C@H]1CCCN(C(=O)Cc2cccc3sccc23)C1,3.9387751065420744
NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2CO)C1,4.345773777137761
NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2CS(N)(=O)=O)C1,4.1353809799419725
NC(=O)[C@H]1CCCN(C(=O)Cc2ccccc2OC(F)F)C1,4.2296663664747784
NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2Cl)C1,3.43690985073048
NC(=O)[C@H]1CCCN(C(=O)Cc2cccnc2O)C1,5.153756287657022
NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)c2Br)C1,4.162204305054052
NC(=O)[C@H]1CCCN(C(=O)Cc2ccnc(Cl)n2)C1,4.653647025549361
NC(=O)[C@H]1CCCN(C(=O)Cc2ccncc2Cl)C1,5.18523404082538
NC(=O)[C@H]1CCCN(C(=O)Cc2ccsc2)C1,4.589713631215067
NC(=O)[C@H]1CCCN(C(=O)Cc2cncnc2Cl)C1,4.037630664329979
NC(=O)[C@H]1CCCN(C(=O)Cc2ncc3ccc(Br)cn23)C1,4.424218724311264
NC(=O)[C@H]1CCCN(C(=O)Cc2ncncc2Cl)C1,4.03673794170959
NC(=O)[C@H]1CCCN(C(=O)Cn2cc(Br)cc(Cl)c2=O)C1,3.7253509633996433
NC(=O)[C@H]1CCCN(C(=O)NCC2CC2)C1,5.064884396650843
NC(=O)[C@H]1CCCN(C(=O)Nc2cc3c(cc2Cl)OCO3)C1,4.6271423700874985
NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2S(=O)(=O)CCC3)C1,4.616184634019569
NC(=O)[C@H]1CCCN(C(=O)Nc2cccc3c2SCCC3)C1,4.5141394746468695
NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2F)C1,4.851286884122841
NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2OCC(F)(F)F)C1,5.15661038833037
NC(=O)[C@H]1CCCN(C(=O)Nc2ccccc2SC(F)F)C1,4.325140144305149
NC(=O)[C@H]1CCCN(C(=O)OC2CCCCC2)C1,4.042264201974706
NC(=O)[C@H]1CCCN(C(=O)[C@H](CN2CCCC2)c2ccccc2)C1,5.024630533433036
NC(=O)[C@H]1CCCN(C(=O)[C@H](Cc2ccc(F)cc2)c2ccccc2)C1,5.478592246479633
NC(=O)[C@H]1CCCN(C(=O)[C@H](OCC2CCCC2)c2ccccc2)C1,5.5670035086585905
NC(=O)[C@H]1CCCN(C(=O)[C@H](Sc2ccccc2)c2ccccc2)C1,5.135488918941608
NC(=O)[C@H]1CCCN(C(=O)[C@H](c2ccccc2)n2cccn2)C1,4.869666231504994
NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCNc3[nH]ncc32)C1,5.556193958463214
NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCOc3ccc(Cl)cc32)C1,5.28547334915742
NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCSc3ccccc32)C1,4.826813731587726
NC(=O)[C@H]1CCCN(C(=O)[C@H]2CC[C@H]2c2ccc(Cl)cc2)C1,4.000869458712629
NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3cccc(Br)c32)C1,4.479401524821051
NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3cccc(O)c32)C1,5.148337017678052
NC(=O)[C@H]1CCCN(C(=O)[C@H]2CCc3snnc32)C1,4.667561540084395
NC(=O)[C@H]1CCCN(C(=O)[C@H]2SCc3cccnc32)C1,4.60382166833978
NC(=O)[C@H]1CCCN(C(=O)[C@]2(Cc3ccc(F)cc3)CCCCO2)C1,4.609064892896621
NC(=O)[C@H]1CCCN(C(=O)c2ccnc3[nH]ncc23)C1,4.787812395596042
NC(=O)[C@H]1CCN(C(=O)Cc2c(Cl)cccc2Cl)C1,4.7544873321858505
NC(=O)[C@H]1CCN(C(=O)Cc2cc(C(F)(F)F)ccc2Cl)C1,5.04901488179868
NC(=O)[C@H]1CCN(C(=O)Cn2c(=O)sc3ccc(Cl)cc32)C1,4.001740661576301
NC(=O)[C@H]1CCN(C(=O)Cn2cc(Br)cc(Cl)c2=O)C1,4.024899837282849
NC(=O)[C@H]1CCN(C(=O)[C@H]2CCCN2C(=O)c2cccs2)C1,5.012334272309165
NC(=O)[C@H]1CCN(C(=O)[C@H]2CCOc3ccc(Cl)cc32)C1,4.437172628708407
NC(=O)[C@H]1CCN(C(=O)[C@H]2CSc3ccccc32)C1,4.1290096443216555
NC(=O)[C@H]1CCN(C(=O)[C@H]2SCCc3sccc32)C1,4.430090742898188
NC(=O)[C@H]1C[C@@H]2C[C@@H]2N(C(=O)Cc2ccccc2Cl)C1,4.579682295887682
NC(=O)[C@H]1C[C@H]2C[C@H]2N(C(=O)Cc2ccccc2Cl)C1,4.476253533188435
NC(=O)[C@]12CN(C(=O)Cc3ccccc3Cl)C[C@@H](C1)C2,4.0045909104114665
NC(=O)c1ccccc1CC(=O)N1CCC[C@H](C(N)=O)C1,3.6601119739435575
O=C(NCCc1cocn1)N1CCc2ccccc21,5.162973800773931
O=C(NCCc1cocn1)c1ccccc1,5.093196163745395
